document_id,category,original_text,stemmed_text,word_count,keyword_percentage
12903,Twitter,"Gold digging shouldn't be a way of life .","gold digging should n't be a way of life .",9,1
12904,Twitter,"And every time I try to log in it says incorrect password wtf","and every time i try to log in it say incorrect password wtf",13,1
12905,Twitter,"YIDETTE999 thanks for the ff, have a great weekend.","yidette999 thanks for the ff , have a great weekend .",9,1
12906,Twitter,"Daniel_Anteron MissHeidiFox Glad you're ok!","daniel anteron missheidifox glad you 're ok !",5,1
12907,Twitter,"allie_xandra I'm on my way to georgetown. Wat u doin son??","allie xandra i 'm on my way to georgetown . wat u doin son ? ?",11,1
12908,Twitter,"RT NotSteveBuscemi: The mall Easter Bunnies look absolutely deranged. I'd prefer that they not copy my crazy ass look. Thank you.","rt notstevebuscemi : the mall easter bunny look absolutely derange . i 'd prefer that they not copy my crazy as look . thank you .",21,1
12909,Twitter,"Promo - RT FlyGuySwaggy In band bd and need more followers teamautofollow TeamFollow2Gain TeamFollowBack teamfollowers ahstro is. . .","promo - rt flyguyswaggy in band bd and need more follower teamautofollow teamfollow2gain teamfollowback teamfollower ahstro be ...",19,1
12910,Twitter,"Ryan's with the family!","ryan 's with the family !",4,1
12911,Twitter,"I think I've discovered the secret of life - you just hang around until you get used to it","i think i 've discover the secret of life - you just hang around until you get use to it",19,1
12912,Twitter,"Why the fock my internet not working?","why the fock my internet not work ?",7,1
12913,Twitter,"KashwithaK I'm so annoyed about it :/ I'm sure you've hit the nail on the head there with why people voted no :(","kashwithak i 'm so annoyed about it : / i 'm sure you 've hit the nail on the head there with why people vote no : -LRB-",23,1
12914,Twitter,"The pier tonight ? Yeah I'm there !","the pier tonight ? yeah i 'm there !",8,1
12915,Twitter,"I'll see you in hell were the devil knows my name.","i 'll see you in hell be the devil know my name .",11,1
12916,Twitter,"I love my baby","i love my baby",4,1
12917,Twitter,"OH: “I've tried nothing, and I'm all out of ideas!”","oh : `` i 've try nothing , and i 'm all out of idea ! ''",10,1
12918,Twitter,"DEEP RT fisayoisMXJR: I really don't like my friends, i just keep them around cus sometimes i get bored of talking to myself","deep rt fisayoismxjr : i really do n't like my friend , i just keep them around cu sometimes i get bore of talk to myself",23,1
12919,Twitter,"All I got on my mind is food! I want some chicken or prawns & some jallpeno(?) Peppers!","all i get on my mind be food ! i want some chicken or prawn & some jallpeno -LRB- ? -RRB- pepper !",18,1
12920,Twitter,"Seriously. Theyve none in either burger king or mcdonalds ! :O wtf !!","seriously . theyve none in either burger king or mcdonald ! : o wtf ! !",13,1
12921,Twitter,"Think I'm out of my range on this one lol.","think i 'm out of my range on this one lol .",10,1
12922,Twitter,"Bingwen524 zhee_hee my maid in living room. so i dun dare :P","bingwen524 zhee hee my maid in live room . so i dun dare : p",12,1
12923,Twitter,"No1ShoeFreak ok yes I do!!! What room ?","no1shoefreak ok yes i do ! ! ! what room ?",8,1
12924,Twitter,"Even though that's not the case.","even though that ' not the case .",6,1
12925,Twitter,"laying in the sun in the quad next to a girl thats so hungover shes just curled up in fetal position. oooh cinco de mayo.","lay in the sun in the quad next to a girl that so hungov sh just curl up in fetal position . oooh cinco de mayo .",25,1
12926,Twitter,"daveohoots Thanks for the kind words Dave! It was a treat to be able to learn from a great interwebs ninja like youself!","daveohoot thanks for the kind word dave ! it be a treat to be able to learn from a great interweb ninja like youself !",23,1
12927,Twitter,"I WILL get out of work in time to drink tonight I WILL get out of work in time to drink tonight Fridaaaaaaaaaay","i will get out of work in time to drink tonight i will get out of work in time to drink tonight fridaaaaaaaaaay",23,1
12928,Twitter,"at my mom's work using the wifi. . . . . . . . . . .","at my mom 's work use the wifi ... ... .",17,1
12929,Twitter,"dRealSefyz I'm in ozone watchin a movie","drealsefyz i 'm in ozone watchin a movie",7,1
12930,Twitter,"Does anyone have the link to the video of Louis in Waterloo road?(a)","do anyone have the link to the video of louis in waterloo road ? -LRB- a -RRB-",13,0.75
12931,Twitter,"LeahMorg cazzamorg VCracks23 - have fun at the Ponderosa ladies!! & have fun at the match - we'll look out for you on tv cardiffblues","leahmorg cazzamorg vcracks23 - have fun at the ponderosa lady ! ! & have fun at the match - we 'll look out for you on tv cardiffblue",25,1
12932,Twitter,"Gotta call this pool n Duval so I can set up this lifeguard gig dayjob","gotta call this pool n duval so i can set up this lifeguard gig dayjob",15,1
12933,Twitter,"Men have become the tools of their tools. tamps linhalinux. com pensamentos","man have become the tool of their tool . tamp linhalinux . com pensamento",12,1
12934,Twitter,"Just waiting on the chinese food to arrive to celebrate Courtney's birthday.","just wait on the chinese food to arrive to celebrate courtney 's birthday .",12,1
12935,Twitter,"xsiempreAlba awww:( i don't like winter either!xx how was your day?x","xsiemprealba awww : -LRB- i do n't like winter either ! xx how be your day ? x",11,1
12936,Twitter,"SaskMusic showcase this aft! prairiescene Now **that's** how I like to end a week. tsp CAPACOA","saskmusic showcase this aft ! prairiescene now ** that ' ** how i like to end a week . tsp capacoa",16,1
12937,Twitter,"GothTinkerbel EY prototype skinny fit teee-shirt will be ready end of week :) Practice that Miss Kitten pout? ;) x","gothtinkerbel ey prototype skinny fit teee-shirt will be ready end of week : -RRB- practice that miss kitten pout ? ; -RRB- x",20,1
12938,Twitter,"IT was historic time, to get Osama to justise , to ask him why THIS hate to Americans, to extant to kill civilians peacful people, whyyyyyyy?","it be historic time , to get osama to justise , to ask him why this hate to american , to extant to kill civilian peacful people , whyyyyyyy ?",26,1
12939,Twitter,"Sam's got back into the Larry spirit and begun some rough key frame animating for a new scene!","sam 's get back into the larry spirit and begin some rough key frame animating for a new scene !",18,1
12940,Twitter,"HoesOutHereBuiltLike scuff marks on footlocker floors","hoesoutherebuiltlike scuff mark on footlocker floor",6,1
12941,Twitter,"Digital textile print designers have become my current best friends. Looking for more so feel free to me :)","digital textile print designer have become my current best friend . look for more so feel free to me : -RRB-",19,1
12942,Twitter,"RT jasonrewalt: Plan for the summer : work. hoop. cure cancer.","rt jasonrewalt : plan for the summer : work . hoop . cure cancer .",11,1
12943,Twitter,"empty the clip an role the window up","empty the clip an role the window up",8,1
12944,Twitter,"I need a ride to my vehicle which I forgot where I put.","i need a ride to my vehicle which i forget where i put .",13,1
12945,Twitter,"“ kaizukoyea: anomaleigh lol I'll let you be the judge. . . who's more light skinned me or WhoIsShik ?!” I'm not in this!","`` kaizukoyea : anomaleigh lol i 'll let you be the judge ... who ' more light skin me or whoisshik ? ! '' i 'm not in this !",24,1
12946,Twitter,"What am I doing tonight","what be i do tonight",5,1
12947,Twitter,"biebervoice - I'm not a fighter by nature, but if I believe in something I stand up for it.","biebervoice - i 'm not a fighter by nature , but if i believe in something i stand up for it .",19,1
12948,Twitter,"What u kno bout jack Johnson en concert?","what u kno bout jack johnson en concert ?",8,1
12949,Twitter,"fuck the police","fuck the police",3,1
12950,Twitter,"breakfast: sugar free rockstar. . . lunch: sugar free latte. . . dinner: diet coke. . . who says you can't live off of caffiene?! lol","breakfast : sugar free rockstar ... lunch : sugar free latte ... dinner : diet coke ... who say you ca n't live off of caffiene ? ! lol",26,1
12951,Twitter,"DrSnit She's in the medical profession.","drsnit she ' in the medical profession .",6,1
12952,Twitter,"RT porsche9_11: Turkey burger yummy &lt;&lt; why u aint make me one?! ;(","rt porsche9 11 : turkey burger yummy &lt; &lt; why u aint make me one ? ! ; -LRB-",13,1
12953,Twitter,"Hello. . . JayVisaria . . . go to the front desk and sign up for a players card & you'll receive free coupons to include the free slot play.","hello ... jayvisaria ... go to the front desk and sign up for a player card & you 'll receive free coupon to include the free slot play .",30,1
12954,Twitter,"sometimes i wish everybody could gte EXACTLY what they want on some aladdin shit just because some ppl have to find out firs hand","sometimes i wish everybody could gte exactly what they want on some aladdin shit just because some ppl have to find out fir hand",24,1
12955,Twitter,"“ Mr_Era: when AdeleBuyer gets her life back we r gonna roll lol” we are sooooooo going to roll!!! rolldeep","`` mr era : when adelebuyer get her life back we r gonna roll lol '' we be sooooooo go to roll ! ! ! rolldeep",20,1
12956,Twitter,"Fuck till the morning.","fuck till the morning .",4,1
12957,Twitter,"celticchickadee :/ Top ten of mine, easily. . .","celticchickadee : / top ten of mine , easily ...",9,1
12958,Twitter,"he's in my phone as 'don't'","he ' in my phone as ` do n't '",6,1
12959,Twitter,"There is no chance no destiny no fate that can hinder or control the firm resolve of a determined soul.","there be no chance no destiny no fate that can hinder or control the firm resolve of a determine soul .",20,1
12960,Twitter,"The truth is I cared greatly for that person, mistook my feelings and got my heart broken unnecessarily.","the truth be i care greatly for that person , mistook my feeling and get my heart break unnecessarily .",18,0.75
12961,Twitter,"SexiiJennifer is an epic world that bitches are jealous of","sexiijennifer be an epic world that bitch be jealous of",10,1
12962,Twitter,"Seriously doe dis chicken I jus cooked looks, smells an WILL BE lengendary!! I don't even wanna share it out ta bumba BegrudgeEvery1Some","seriously doe di chicken i jus cook look , smell an will be lengendary ! ! i do n't even wanna share it out ta bumba begrudgeevery1some",23,1
12963,Twitter,"some of the gold with me, lest I want it later","some of the gold with me , lest i want it later",11,1
12964,Twitter,"School, then work, then hairdressers. . Now im playin wax and hair AND gettinm paid for it :o","school , then work , then hairdresser . . now im playin wax and hair and gettinm pay for it : o",18,1
12965,Twitter,"Mr_Leighton love u a :-)","mr leighton love u a : - -RRB-",5,1
12966,Twitter,"I'm so insensitive when it comes to break ups and relationships. Its easy, Man up & get over it!!! Haha I'm going to hell.","i 'm so insensitive when it come to break up and relationship . its easy , man up & get over it ! ! ! haha i 'm go to hell .",24,1
12967,Twitter,"This is the WORST birthday weekend ever! :(","this be the bad birthday weekend ever ! : -LRB-",8,1
12968,Twitter,"He's like the perfect guy for me. But he has a kid and a wife.","he ' like the perfect guy for me . but he have a kid and a wife .",15,1
12969,Twitter,"shoutouts too the new followers as well , ? .","shoutout too the new follower as well , ? .",10,1
12970,Twitter,"RT CompletelyCrys: The weed march is sooooo lame. Anyone going tomorrow is gay.","rt completelycry : the weed march be sooooo lame . anyone go tomorrow be gay .",13,1
12971,Twitter,"i love kittens","i love kitten",3,1
12972,Twitter,"got an interview stoked!!!! :)","get an interview stoke ! ! ! ! : -RRB-",5,1
12973,Twitter,"joshgroban bang on the drums until you decide.","joshgroban bang on the drum until you decide .",8,1
12974,Twitter,"Kind of, not really lol RT PrideOfLR Soooooooooo, does anyone still use LiveProfile?","kind of , not really lol rt prideoflr soooooooooo , do anyone still use liveprofile ?",13,1
12975,Twitter,"RT SPOILED__B: FF I_GotThaJuice b/c I said so thanks","rt spoil b : ff i gotthajuice b/c i say so thanks",9,1
12976,Twitter,"An hour and a half left of focusing. Soo ready for the weekend!","an hour and a half leave of focus . soo ready for the weekend !",13,1
12977,Twitter,"philxtweets ;) thanks for the FF","philxtweet ; -RRB- thanks for the ff",6,1
12978,Twitter,"Does this dress make me look fat? No bitch, its the fat that makes u look fat! dumbbitch","do this dress make me look fat ? no bitch , its the fat that make u look fat ! dumbbitch",18,1
12979,Twitter,"The Remix got over 10, 000 downloads and Jazz_Mane ain't even got a video out. I'm looking forward to JazzManeNewMixtape","the remix get over 10 , 000 download and jazz mane ai n't even get a video out . i 'm look forward to jazzmanenewmixtape",20,1
12980,Twitter,"imyour_sunSHINE who. share share lei.","imyor sunshine who . share share lei .",5,1
12981,Twitter,"zettiharmizi what kind of camera u want???","zettiharmizi what kind of camera u want ? ? ?",7,1
12982,Twitter,"iopflygirl people kill. . . guns don't. With home invasions on the rise. . . a gun As a line of defense I depend on. . . .","iopflygirl people kill ... gun do n't . with home invasion on the rise ... a gun as a line of defense i depend on ...",28,1
12983,Twitter,"The homie truleyjaaaade is a 10 :-)","the homie truleyjaaaade be a 10 : - -RRB-",7,1
12984,Twitter,"*In computer zetten*","* in computer zetten *",3,1
12985,Twitter,"Was craving Lucky Charms last night so I bought 2 huge boxes. This morning, I realized I don't really LIKE Lucky Charms. sigh","be craving lucky charm last night so i buy 2 huge box . this morning , i realize i do n't really like lucky charm . sigh",23,1
12986,Twitter,"At the hospital :/","at the hospital : /",4,1
12987,Twitter,"Just ate a whole sleeve of Lorna Doone's. . AFTER I ate lunch!!. . . Def running 2m.","just eat a whole sleeve of lorna doone 's . . after i eat lunch ! ! ... def run 2m .",18,1
12988,Twitter,"Mobile web session for libraries with herzogbr - love that he designs for cell phones but doesn't have one NHLA","mobile web session for library with herzogbr - love that he design for cell phone but do n't have one nhla",20,1
12989,Twitter,"but in my few hours off, i can at least be productive + get ready for my weekend off with nylanfoug :-)","but in my few hour off , i can at least be productive + get ready for my weekend off with nylanfoug : - -RRB-",22,1
12990,Twitter,"Amusing phonecall courtesy of abbie_jocx. Never a dull moment","amusing phonecall courtesy of abbie jocx . never a dull moment",9,1
12991,Twitter,"Dark is the night. . . .","dark be the night ...",7,1
12992,Twitter,"Experiencing the strange shift of time, space and false heritage that is the english pub in an airport.","experience the strange shift of time , space and false heritage that be the english pub in an airport .",18,1
12993,Twitter,"LauraHorton1 thanks laura. thought I might have bumped into you and your red shoes at the bar. Drinking with gedgy and cally. dangerous","laurahorton1 thanks laura . think i might have bump into you and your red shoe at the bar . drinking with gedgy and cally . dangerous",23,1
12994,Twitter,"Kiddo is running around the house with a dance stick with ribbons attached. It's so cute!","kiddo be run around the house with a dance stick with ribbon attach . it ' so cute !",16,1
12995,Twitter,"If you could turn the sexual areas of your body into a weapon, how would you?","if you could turn the sexual area of your body into a weapon , how would you ?",16,1
12996,Twitter,"RT gotta_EMPRESSme: FF the family who never seizes to make me smile ayana_shakera MoFnMula mac_HEFNER TurtMoney _WhiteboyWasted . . .","rt gotta empressme : ff the family who never seize to make me smile ayana shakera mofnmula mac hefner turtmoney whiteboywast ...",20,1
12997,Twitter,"RT iWishiWereFunny: In an argument , females always win & get the last word , everything a man says after is only the beginning of a ne . . .","rt iwishiwerefunny : in an argument , female always win & get the last word , everything a man say after be only the beginning of a ne ...",30,1
12998,Twitter,"Dukey1987 as a matter of fact you didn't! Lol how is it a free bar?","dukey1987 as a matter of fact you do n't ! lol how be it a free bar ?",15,1
12999,Twitter,"Makki95 throw it to the ground ^^","makki95 throw it to the ground ^ ^",7,1
13000,Twitter,"Party_Pieces Considering throwing my sister a Disney Princess Party for her Birthday. She's 27. Love the site!xx","party piece consider throw my sister a disney princess party for her birthday . she ' 27 . love the site ! xx",17,1
13001,Twitter,"MisseyPhoenix is a song tho by the rolling stones u cant always get wat u want but u get wat u need","misseyphoenix be a song tho by the roll stone u cant always get wat u want but u get wat u need",22,1
13002,Twitter,"What grade does girls stop wearing red, burgundy, and gold hair! This bitch is too old for this shit ctfu!!!!","what grade do girl stop wear red , burgundy , and gold hair ! this bitch be too old for this shit ctfu ! ! ! !",20,1
13003,Twitter,"DoctorWhoBar Greetings friends. Glad it's Friday and a weekend off. What better way to start than a refreshing drink at the DWBar. Cheers!","doctorwhobar greeting friend . glad it ' friday and a weekend off . what better way to start than a refreshing drink at the dwbar . cheer !",23,0.75
13004,Twitter,"_BeautyRUSHXVII nt on twitter smh txt ne","beautyrushxvii nt on twitter smh txt ne",7,1
13005,Twitter,"jasonbetts bought a phone 2 use here mine wudnt work . . Virgin mobile of course ;-)","jasonbett buy a phone 2 use here mine wudnt work . . virgin mobile of course ; - -RRB-",17,1
13006,Twitter,"RT hansonmusic: Happy HANSON Day see you on tonight's aLive stream on Hanson net. 5CT. -Z","rt hansonmusic : happy hanson day see you on tonight 's alive stream on hanson net . 5ct . - z",16,1
13007,Twitter,"RT RevRunJnr: Some people need to learn how to mind their own business.","rt revrunjnr : some people need to learn how to mind their own business .",13,1
13008,Twitter,"Girls with messy hand writing is a huge turn off and I don't know why.","girl with messy hand writing be a huge turn off and i do n't know why .",15,1
13009,Twitter,"I still can't get a hold on the idea that Patrick Dempsey has dyslexia. For such an amazing actor, I'm in awe! He is absolutely awesome!","i still ca n't get a hold on the idea that patrick dempsey have dyslexia . for such an amazing actor , i 'm in awe ! he be absolutely awesome !",26,1
13010,Twitter,"Mmm. . . cake batter with no fear of salmonella! veganbaking","mmm ... cake batter with no fear of salmonella ! veganbak",11,1
13011,Twitter,"RT RBReich: Today's jobs rept. % of Americans working – 64. 2 – hasn’t improved. 13. 7 million remain out of work. Washington must take . . .","rt rbreich : today 's job rept . % of american work -- 64 . 2 -- have n't improve . 13 . 7 million remain out of work . washington must take ...",28,0.75
13012,Twitter,"RT ArchieBadAzz: It aint my Birthday but i wish i had my name on them cakes tho WHOisENV lol","rt archiebadazz : it aint my birthday but i wish i have my name on them cake tho whoisenv lol",19,1
13013,Twitter,"so getting yogurtland today. :)","so get yogurtland today . : -RRB-",5,1
13014,Twitter,"Now tell me could you see me on your team, cause I could definitely see me being your MVP, chyea dope ChristianDeeLA","now tell me could you see me on your team , cause i could definitely see me be your mvp , chyea dope christiandeela",22,1
13015,Twitter,"lcxO4 what is the name of it?","lcxo4 what be the name of it ?",7,1
13016,Twitter,"RT Evszbaby: In love. ??","rt evszbaby : in love . ? ?",5,1
13017,Twitter,"Chop chop . in da throat RT PaulieBoomBang NeffStarr chop em' in the throat! That'll mute em' real quick and there'll be no more problems!","chop chop . in da throat rt paulieboombang neffstarr chop em ' in the throat ! that 'll mute em ' real quick and there 'll be no more problem !",25,1
13018,Twitter,"I love that reaction. People don't think I eat a lot because I'm skinny as crap but when I'm hungry enough? GIMME FOOD. XD","i love that reaction . people do n't think i eat a lot because i 'm skinny as crap but when i 'm hungry enough ? gimme food . xd",24,1
13019,Twitter,"It's funny when 17 yr olds try to get some play","it ' funny when 17 yr old try to get some play",11,1
13020,Twitter,"Had a couple complaints re: my urine joke. Your not getting it, it's ok, see I usually pee on the 1st couple rows while telling that joke.","have a couple complaint re : my urine joke . your not get it , it ' ok , see i usually pee on the 1st couple row while tell that joke .",27,1
13021,Twitter,"RT BBCLauraK: The lowest 'No' to AV result is 60 percent so far","rt bbclaurak : the low ` no ' to av result be 60 percent so far",13,1
13022,Twitter,"if i see one more person in blazers -___-","if i see one more person in blazer - -",9,1
13023,Twitter,"YuriNalarm look at china and what they do to people","yurinalarm look at china and what they do to people",10,1
13024,Twitter,"RT lihshirata: muballe yeah of course muballe !! ;b AHAHAHAHAHAHA","rt lihshirata : muballe yeah of course muballe ! ! ; b ahahahahahaha",10,1
13025,Twitter,"love all u bros on twitter. quicky to all my folowers dont feel like mentioning every1. staygolden","love all u bros on twitter . quicky to all my folower dont feel like mention every1 . staygolden",17,1
13026,Twitter,"schallierw Thanks for the mention and for including us in your Daily!","schallierw thanks for the mention and for include us in your daily !",12,1
13027,Twitter,"Ah fuckyou baby:*RT irfanalimani: Ih gombal deh hahah RT inezamalia: Aw sama2 cintaaaaaa;* my life and love just for you my sweetheart&lt;3","ah fuckyou baby : * rt irfanalimani : ih gombal deh hahah rt inezamalia : aw sama2 cintaaaaaa ; * my life and love just for you my sweetheart &lt; 3",22,1
13028,Twitter,"ZubeJean ok","zubejean ok",2,1
13029,Twitter,"tandmark TheRedElm thanks for the followfriday !","tandmark theredelm thanks for the followfriday !",7,1
13030,Twitter,"Ah for the love of God, Martin if they can't manage three ballot papers they probably don't deserve to vote sixone RTE ae11","ah for the love of god , martin if they ca n't manage three ballot paper they probably do n't deserve to vote sixone rte ae11",23,1
13031,Twitter,"Where da hell z ashanti ???","where da hell z ashanti ? ? ?",6,1
13032,Twitter,"Dang, people in Los Lunas drive so slow -. -","dang , people in lo luna drive so slow - . -",10,1
13033,Twitter,"Ready for the weekend! Now who sang that?","ready for the weekend ! now who sing that ?",8,1
13034,Twitter,"Im freakinq Hungry, Thank Godd I havee lunch in aboutt 20 Min. (: Yumm ;P","im freakinq hungry , thank godd i havee lunch in aboutt 20 min . -LRB- : yumm ; p",15,1
13035,Twitter,"Rebelleflleur I don't got love for u I'm in love with u lol","rebelleflleur i do n't get love for u i 'm in love with u lol",13,1
13036,Twitter,"ben_foden hiya ben! Any chance of a birthday tweet!? Or maybe a benuna tweet? I'm 20 today! :O plz maybe drop me a tweet :/ xxx","ben foden hiya ben ! any chance of a birthday tweet ! ? or maybe a benuna tweet ? i 'm 20 today ! : o plz maybe drop me a tweet : / xxx",26,1
13037,Twitter,"Who's trynna match?","who ' trynna match ?",3,1
13038,Twitter,"tab_lloyd a chick you went to HS with?? LOL!!! ok. . .","tab lloyd a chick you go to h with ? ? lol ! ! ! ok ...",12,1
13039,Twitter,"Employers hire, but unemployment rises?!: American employers and workers are still not seeing eye to eye on the job market.","employer hire , but unemployment rise ? ! : american employer and worker be still not see eye to eye on the job market .",20,1
13040,Twitter,"overheardatmoo thanks for letting me know. I will try again in a little later. panicover","overheardatmoo thanks for let me know . i will try again in a little late . panicover",15,1
13041,Twitter,"Did a Run in Erie for 4. 58 mi in 40:06 with a 08:45 min/mile pace and speed 6. 9mph","do a run in erie for 4 . 58 mi in 40:06 with a 08:45 min/mile pace and speed 6 . 9mph",20,1
13042,Twitter,"woke up wit alot on my mind","wake up wit alot on my mind",7,1
13043,Twitter,"cLoudS_BitcH420 of course!!!!","cloud bitch420 of course ! ! ! !",3,1
13044,Twitter,"RT xTeenSpeakNowx: Take a chance you never know what might happen.","rt xteenspeaknowx : take a chance you never know what might happen .",11,1
13045,Twitter,"Headed to the beach! No top, no doors! Fuckin great!","head to the beach ! no top , no door ! fuckin great !",10,1
13046,Twitter,"This ain't football why the fuck they trying to tackle me","this ai n't football why the fuck they try to tackle me",11,1
13047,Twitter,"Stfu. . lol. . no I dontRT HeyNowRoss: She sounds like kev hart daughter when she talk gimagabba gimmagabba goo","stfu . . lol . . no i dontrt heynowros : she sound like kev hart daughter when she talk gimagabba gimmagabba goo",20,1
13048,Twitter,"daza_fisk she's in hospital Darryn :(","daza fisk she ' in hospital darryn : -LRB-",6,1
13049,Twitter,"on the way to richmond va. to take photos of GWAR. not joking.","on the way to richmond va. to take photo of gwar . not joke .",13,1
13050,Twitter,"RT AEWHourglass: StaceMiyagi love youuuu xxx","rt aewhourglas : stacemiyagi love youuuu xxx",6,1
13051,Twitter,"So many thoughts from last night but only 140 characters to show, also very A, D, D mind process","so many thought from last night but only 140 character to show , also very a , d , d mind process",19,1
13052,Twitter,"I think iamdiddy needs to bring back the no bitchassness campaign, to remind muthafucka what it is","i think iamdiddy need to bring back the no bitchassnes campaign , to remind muthafucka what it be",17,1
13053,Twitter,"TimBrownson Great post I read on your blog today. You deserve some recognition.","timbrownson great post i read on your blog today . you deserve some recognition .",13,1
13054,Twitter,"christineburns Not in London and parts of Scotland but overall yes. 70:30","christineburn not in london and part of scotland but overall yes . 70:30",12,1
13055,Twitter,"in computer , ughh !","in computer , ughh !",5,1
13056,Twitter,"Hunger has jst punched me in the face.","hunger have jst punch me in the face .",8,1
13057,Twitter,"I walked in english class and it was HOT as shittt fareal . ugh& the teacher irk'd me !","i walk in english class and it be hot as shittt fareal . ugh & the teacher irk 'd me !",19,1
13058,Twitter,"Just finished the last class of my college career. What better way to celebrate than with Southern Mess LEGGO mbnulton mperryw bstuckey13","just finish the last class of my college career . what better way to celebrate than with southern mess leggo mbnulton mperryw bstuckey13",22,1
13059,Twitter,"At the gym. Than off to school and training","at the gym . than off to school and training",9,1
13060,Twitter,"Where the hell is the shrink URL option gone???","where the hell be the shrink url option go ? ? ?",9,1
13061,Twitter,"GoHead_HateMe shit at da shop n shit what yu gettin into my nigga?","gohead hateme shit at da shop n shit what yu gettin into my nigga ?",13,1
13062,Twitter,"RT LadiJ43: Soooo I had something to do at a certain time so I can checkout n now it's delaying my checkout HIGHLYUPSET","rt ladij43 : soooo i have something to do at a certain time so i can checkout n now it ' delay my checkout highlyupset",23,1
13063,Twitter,"KourtneyKardash i love you so much and you dont now how much a tweet would mean to me :)","kourtneykardash i love you so much and you dont now how much a tweet would mean to me : -RRB-",19,1
13064,Twitter,"KILL!! This big bitch in shorts!!","kill ! ! this big bitch in short ! !",6,1
13065,Twitter,"THELOPEZSANGELS i did bitch so bite me","thelopezsangel i do bitch so bite me",7,1
13066,Twitter,"i love pixie. justsayin","i love pixie . justsayin",4,1
13067,Twitter,"everytime im not in skool somebody fight","everytime im not in skool somebody fight",7,1
13068,Twitter,"RT giomusicc: Your kiss, your sex, your love, your touch. . . all I want is you babeeeee","rt giomusicc : your kiss , your sex , your love , your touch ... all i want be you babeeeee",18,1
13069,Twitter,"I need to feel the love smh :/ badday","i need to feel the love smh : / badday",9,1
13070,Twitter,"The though of makin money excites me!!","the though of makin money excite me ! !",7,1
13071,Twitter,"How is everyone?","how be everyone ?",3,1
13072,Twitter,"I'm about to be a dental assistant but I have to go to the dentist and my ass scared! I hate the dentist!!!!!","i 'm about to be a dental assistant but i have to go to the dentist and my as scar ! i hate the dentist ! ! ! ! !",23,1
13073,Twitter,"RT O_ohThatsYoGirl: I'm too thirsty for the summer.","rt o ohthatsyogirl : i 'm too thirsty for the summer .",8,1
13074,Twitter,"Back to the sender. . . RT mr_sirme: itz_JulezLaud abolonje ku oshi. . . lmao","back to the sender ... rt mr sirme : itz julezlaud abolonje ku oshi ... lmao",15,1
13075,Twitter,"Don't you wanna touch me there! Where? There! You know where! HAHAHAH!","do n't you wanna touch me there ! where ? there ! you know where ! hahahah !",12,1
13076,Twitter,"Starita34 Nope. The side profile was (has been of late) misleading.","starita34 nope . the side profile be -LRB- have be of late -RRB- misleading .",11,1
13077,Twitter,"kawaiirajina rajina~ it's me me, hehehe stil looking for a ticket, huhuhu btw, how long does it take to get a visa. . . ?","kawaiirajina rajina ~ it ' me me , hehehe stil look for a ticket , huhuhu btw , how long do it take to get a visa ... ?",25,1
13078,Twitter,"Were the 3 bestfriends friends that anyone could have lol","be the 3 bestfriend friend that anyone could have lol",10,0.5
13079,Twitter,"Wp on fire woohoow","wp on fire woohoow",4,1
13080,Twitter,"RT Lennongirl909: why the hell is paul macaroni marrying again. He's gonna end up in filing a divorce in less than one month. . -.","rt lennongirl909 : why the hell be paul macaroni marry again . he ' gonna end up in file a divorce in less than one month . . - .",25,1
13081,Twitter,"I think I'm bout to get up and go run. On my latenight workout tip.","i think i 'm bout to get up and go run . on my latenight workout tip .",15,1
13082,Twitter,"Lynnibinny thanks for the ff. . here's one for you too :) ff lynnibinny","lynnibinny thanks for the ff . . here 's one for you too : -RRB- ff lynnibinny",14,1
13083,Twitter,"sum one hackinq my twitter shit crazy","sum one hackinq my twitter shit crazy",7,1
13084,Twitter,"I be in my world, ,","i be in my world , ,",6,1
13085,Twitter,"RT Liyahh_Lee: DalBby i love u too","rt liyahh lee : dalbby i love u too",7,1
13086,Twitter,"thekatvond your bedroom is like heaven as I am obsessed with palm trees and there is non in UK. . at least not 'natural' ones:) &lt;3","thekatvond your bedroom be like heaven as i be obsess with palm tree and there be non in uk . . at least not ` natural ' one : -RRB- &lt; 3",26,1
13087,Twitter,"RT Xstrology: A Cancer views life in cycles. As one journey ends, another will begin.","rt xstrology : a cancer view life in cycle . as one journey end , another will begin .",15,1
13088,Twitter,"JimZiegler Good luck on your speech! DD11 automarketing Is there a hashtag where we can follow along? car photography","jimziegler good luck on your speech ! dd11 automarketing be there a hashtag where we can follow along ? car photography",19,1
13089,Twitter,"RT NickLough: The man in charge of FEMA in DC, William Craig Fugate, is in PC/Hackleburg. HUGE NEWS","rt nicklough : the man in charge of fema in dc , william craig fugate , be in pc/hackleburg . huge news",18,1
13090,Twitter,"truesaint67 thanks for the follow","truesaint67 thanks for the follow",5,1
13091,Twitter,"RT joaomernick13: so tem gay no twitter","rt joaomernick13 : so tem gay no twitter",7,1
13092,Twitter,"They catchin snakes & shit. Only whiteppl","they catchin snake & shit . only whiteppl",7,1
13093,Twitter,"hates it when people are so rude!! I mean get your head out of your arse. .","hat it when people be so rude ! ! i mean get your head out of your arse . .",17,1
13094,Twitter,"JennaG13 ok","jennag13 ok",2,1
